session_a,frame_a,label_a,original_state_a,session_b,frame_b,label_b,original_state_b,phash_distance,dhash_distance,is_boundary_a,is_boundary_b,crop_path_a,crop_path_b
session_20260710_125441,355,READY,READY,session_20260710_125441,374,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000355_ready.jpg,prompt/crops/session_20260710_125441_000374_none.jpg
session_20260710_125441,355,READY,READY,session_20260710_125441,381,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000355_ready.jpg,prompt/crops/session_20260710_125441_000381_none.jpg
session_20260710_125441,355,READY,READY,session_20260710_125441,372,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000355_ready.jpg,prompt/crops/session_20260710_125441_000372_none.jpg
session_20260710_125441,355,READY,READY,session_20260710_125441,378,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000355_ready.jpg,prompt/crops/session_20260710_125441_000378_none.jpg
session_20260710_125441,355,READY,READY,session_20260710_125441,380,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000355_ready.jpg,prompt/crops/session_20260710_125441_000380_none.jpg
session_20260710_125441,355,READY,READY,session_20260710_125441,375,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000355_ready.jpg,prompt/crops/session_20260710_125441_000375_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,374,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000374_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,373,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000373_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,379,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000379_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,380,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000380_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,375,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000375_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,381,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000381_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,378,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000378_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,372,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000372_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,377,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000377_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,375,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000375_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,381,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000381_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,379,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000379_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,380,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000380_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,377,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000377_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,372,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000372_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,378,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000378_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,374,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000374_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,373,NONE,HOOK,0,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000373_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,375,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000375_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,372,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000372_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,374,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000374_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,381,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000381_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,373,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000373_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,378,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000378_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,380,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000380_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,379,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000379_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,377,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000377_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,375,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000375_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,378,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000378_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,380,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000380_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,373,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000373_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,372,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000372_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,379,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000379_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,377,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000377_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,374,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000374_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,381,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000381_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,380,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000380_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,373,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000373_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,372,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000372_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,378,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000378_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,381,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000381_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,375,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000375_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,374,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000374_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,379,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000379_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,377,NONE,HOOK,0,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000377_none.jpg
session_20260709_192315,444,READY,READY,session_20260709_192315,455,NONE,HOOK,2,1,True,True,prompt/crops/session_20260709_192315_000444_ready.jpg,prompt/crops/session_20260709_192315_000455_none.jpg
session_20260709_192315,448,READY,READY,session_20260709_192315,459,NONE,HOOK,2,1,False,False,prompt/crops/session_20260709_192315_000448_ready.jpg,prompt/crops/session_20260709_192315_000459_none.jpg
session_20260710_061220,463,READY,READY,session_20260710_061220,510,NONE,PRESS,2,1,False,False,prompt/crops/session_20260710_061220_000463_ready.jpg,prompt/crops/session_20260710_061220_000510_none.jpg
session_20260710_131254,336,WAITING,WAITING,session_20260710_131254,271,NONE,GET,2,1,False,True,prompt/crops/session_20260710_131254_000336_waiting.jpg,prompt/crops/session_20260710_131254_000271_none.jpg
session_20260710_131254,336,WAITING,WAITING,session_20260710_131254,272,NONE,GET,2,1,False,True,prompt/crops/session_20260710_131254_000336_waiting.jpg,prompt/crops/session_20260710_131254_000272_none.jpg
session_20260710_131254,502,READY,READY,session_20260710_131254,268,NONE,GET,2,1,False,False,prompt/crops/session_20260710_131254_000502_ready.jpg,prompt/crops/session_20260710_131254_000268_none.jpg
session_20260710_125441,353,READY,READY,session_20260710_125441,374,NONE,HOOK,0,4,False,False,prompt/crops/session_20260710_125441_000353_ready.jpg,prompt/crops/session_20260710_125441_000374_none.jpg
session_20260710_125441,353,READY,READY,session_20260710_125441,373,NONE,HOOK,0,4,False,False,prompt/crops/session_20260710_125441_000353_ready.jpg,prompt/crops/session_20260710_125441_000373_none.jpg
session_20260710_125441,353,READY,READY,session_20260710_125441,377,NONE,HOOK,0,4,False,False,prompt/crops/session_20260710_125441_000353_ready.jpg,prompt/crops/session_20260710_125441_000377_none.jpg
session_20260710_125441,353,READY,READY,session_20260710_125441,375,NONE,HOOK,0,4,False,False,prompt/crops/session_20260710_125441_000353_ready.jpg,prompt/crops/session_20260710_125441_000375_none.jpg
session_20260710_125441,353,READY,READY,session_20260710_125441,380,NONE,HOOK,0,4,False,False,prompt/crops/session_20260710_125441_000353_ready.jpg,prompt/crops/session_20260710_125441_000380_none.jpg
session_20260710_125441,353,READY,READY,session_20260710_125441,381,NONE,HOOK,0,4,False,False,prompt/crops/session_20260710_125441_000353_ready.jpg,prompt/crops/session_20260710_125441_000381_none.jpg
session_20260710_125441,353,READY,READY,session_20260710_125441,378,NONE,HOOK,0,4,False,False,prompt/crops/session_20260710_125441_000353_ready.jpg,prompt/crops/session_20260710_125441_000378_none.jpg
session_20260710_125441,353,READY,READY,session_20260710_125441,372,NONE,HOOK,0,4,False,False,prompt/crops/session_20260710_125441_000353_ready.jpg,prompt/crops/session_20260710_125441_000372_none.jpg
session_20260710_125441,353,READY,READY,session_20260710_125441,379,NONE,HOOK,0,4,False,False,prompt/crops/session_20260710_125441_000353_ready.jpg,prompt/crops/session_20260710_125441_000379_none.jpg
session_20260709_192315,448,READY,READY,session_20260709_192315,460,NONE,HOOK,2,2,False,False,prompt/crops/session_20260709_192315_000448_ready.jpg,prompt/crops/session_20260709_192315_000460_none.jpg
session_20260709_192315,505,IDLE,IDLE,session_20260709_192315,449,READY,READY,2,2,False,False,prompt/crops/session_20260709_192315_000505_idle.jpg,prompt/crops/session_20260709_192315_000449_ready.jpg
session_20260710_061220,409,WAITING,WAITING,session_20260710_061220,506,NONE,HOOK,2,2,False,True,prompt/crops/session_20260710_061220_000409_waiting.jpg,prompt/crops/session_20260710_061220_000506_none.jpg
session_20260710_061220,463,READY,READY,session_20260710_061220,509,NONE,PRESS,2,2,False,True,prompt/crops/session_20260710_061220_000463_ready.jpg,prompt/crops/session_20260710_061220_000509_none.jpg
session_20260710_061220,463,READY,READY,session_20260710_061220,508,NONE,PRESS,2,2,False,True,prompt/crops/session_20260710_061220_000463_ready.jpg,prompt/crops/session_20260710_061220_000508_none.jpg
session_20260710_125441,354,READY,READY,session_20260710_125441,370,NONE,HOOK,2,2,False,False,prompt/crops/session_20260710_125441_000354_ready.jpg,prompt/crops/session_20260710_125441_000370_none.jpg
session_20260710_125441,355,READY,READY,session_20260710_125441,370,NONE,HOOK,2,2,False,False,prompt/crops/session_20260710_125441_000355_ready.jpg,prompt/crops/session_20260710_125441_000370_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,370,NONE,HOOK,2,2,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000370_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,370,NONE,HOOK,2,2,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000370_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,370,NONE,HOOK,2,2,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000370_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,370,NONE,HOOK,2,2,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000370_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,370,NONE,HOOK,2,2,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000370_none.jpg
session_20260710_130308,379,READY,READY,session_20260710_130308,389,NONE,HOOK,2,2,True,False,prompt/crops/session_20260710_130308_000379_ready.jpg,prompt/crops/session_20260710_130308_000389_none.jpg
session_20260710_131254,499,READY,READY,session_20260710_131254,213,NONE,HOOK,2,2,True,False,prompt/crops/session_20260710_131254_000499_ready.jpg,prompt/crops/session_20260710_131254_000213_none.jpg
session_20260710_131254,499,READY,READY,session_20260710_131254,211,NONE,HOOK,2,2,True,False,prompt/crops/session_20260710_131254_000499_ready.jpg,prompt/crops/session_20260710_131254_000211_none.jpg
session_20260710_131254,503,READY,READY,session_20260710_131254,269,NONE,GET,2,2,False,False,prompt/crops/session_20260710_131254_000503_ready.jpg,prompt/crops/session_20260710_131254_000269_none.jpg
session_20260710_131254,507,READY,READY,session_20260710_131254,198,NONE,HOOK,2,2,False,False,prompt/crops/session_20260710_131254_000507_ready.jpg,prompt/crops/session_20260710_131254_000198_none.jpg
session_20260710_131254,507,READY,READY,session_20260710_131254,535,NONE,HOOK,2,2,False,False,prompt/crops/session_20260710_131254_000507_ready.jpg,prompt/crops/session_20260710_131254_000535_none.jpg
session_20260709_192315,447,READY,READY,session_20260709_192315,459,NONE,HOOK,4,0,False,False,prompt/crops/session_20260709_192315_000447_ready.jpg,prompt/crops/session_20260709_192315_000459_none.jpg
session_20260709_192315,504,IDLE,IDLE,session_20260709_192315,448,READY,READY,4,0,False,False,prompt/crops/session_20260709_192315_000504_idle.jpg,prompt/crops/session_20260709_192315_000448_ready.jpg
session_20260710_061220,456,READY,READY,session_20260710_061220,486,NONE,HOOK,4,0,False,False,prompt/crops/session_20260710_061220_000456_ready.jpg,prompt/crops/session_20260710_061220_000486_none.jpg
session_20260710_061220,535,IDLE,IDLE,session_20260710_061220,456,READY,READY,4,0,False,False,prompt/crops/session_20260710_061220_000535_idle.jpg,prompt/crops/session_20260710_061220_000456_ready.jpg
session_20260710_061220,536,IDLE,IDLE,session_20260710_061220,456,READY,READY,4,0,False,False,prompt/crops/session_20260710_061220_000536_idle.jpg,prompt/crops/session_20260710_061220_000456_ready.jpg
session_20260710_061220,563,WAITING,WAITING,session_20260710_061220,486,NONE,HOOK,4,0,False,False,prompt/crops/session_20260710_061220_000563_waiting.jpg,prompt/crops/session_20260710_061220_000486_none.jpg
session_20260710_131254,502,READY,READY,session_20260710_131254,530,NONE,HOOK,4,0,False,False,prompt/crops/session_20260710_131254_000502_ready.jpg,prompt/crops/session_20260710_131254_000530_none.jpg
session_20260710_131254,502,READY,READY,session_20260710_131254,193,NONE,HOOK,4,0,False,False,prompt/crops/session_20260710_131254_000502_ready.jpg,prompt/crops/session_20260710_131254_000193_none.jpg
session_20260710_131254,504,READY,READY,session_20260710_131254,532,NONE,HOOK,4,0,False,False,prompt/crops/session_20260710_131254_000504_ready.jpg,prompt/crops/session_20260710_131254_000532_none.jpg
session_20260710_131254,504,READY,READY,session_20260710_131254,195,NONE,HOOK,4,0,False,False,prompt/crops/session_20260710_131254_000504_ready.jpg,prompt/crops/session_20260710_131254_000195_none.jpg
session_20260710_131254,505,READY,READY,session_20260710_131254,533,NONE,HOOK,4,0,False,False,prompt/crops/session_20260710_131254_000505_ready.jpg,prompt/crops/session_20260710_131254_000533_none.jpg
session_20260710_131254,505,READY,READY,session_20260710_131254,196,NONE,HOOK,4,0,False,False,prompt/crops/session_20260710_131254_000505_ready.jpg,prompt/crops/session_20260710_131254_000196_none.jpg
session_20260710_131254,505,READY,READY,session_20260710_131254,271,NONE,GET,4,0,False,True,prompt/crops/session_20260710_131254_000505_ready.jpg,prompt/crops/session_20260710_131254_000271_none.jpg
session_20260710_061220,172,WAITING,WAITING,session_20260710_061220,506,NONE,HOOK,2,3,False,True,prompt/crops/session_20260710_061220_000172_waiting.jpg,prompt/crops/session_20260710_061220_000506_none.jpg
session_20260710_061220,219,WAITING,WAITING,session_20260710_061220,506,NONE,HOOK,2,3,False,True,prompt/crops/session_20260710_061220_000219_waiting.jpg,prompt/crops/session_20260710_061220_000506_none.jpg
session_20260710_061220,222,WAITING,WAITING,session_20260710_061220,506,NONE,HOOK,2,3,False,True,prompt/crops/session_20260710_061220_000222_waiting.jpg,prompt/crops/session_20260710_061220_000506_none.jpg
session_20260710_061220,267,WAITING,WAITING,session_20260710_061220,506,NONE,HOOK,2,3,False,True,prompt/crops/session_20260710_061220_000267_waiting.jpg,prompt/crops/session_20260710_061220_000506_none.jpg
session_20260710_061220,268,WAITING,WAITING,session_20260710_061220,506,NONE,HOOK,2,3,False,True,prompt/crops/session_20260710_061220_000268_waiting.jpg,prompt/crops/session_20260710_061220_000506_none.jpg
session_20260710_061220,363,WAITING,WAITING,session_20260710_061220,506,NONE,HOOK,2,3,False,True,prompt/crops/session_20260710_061220_000363_waiting.jpg,prompt/crops/session_20260710_061220_000506_none.jpg
session_20260710_061220,378,WAITING,WAITING,session_20260710_061220,503,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_061220_000378_waiting.jpg,prompt/crops/session_20260710_061220_000503_none.jpg
session_20260710_061220,398,WAITING,WAITING,session_20260710_061220,494,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_061220_000398_waiting.jpg,prompt/crops/session_20260710_061220_000494_none.jpg
session_20260710_061220,426,WAITING,WAITING,session_20260710_061220,503,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_061220_000426_waiting.jpg,prompt/crops/session_20260710_061220_000503_none.jpg
session_20260710_061220,446,WAITING,WAITING,session_20260710_061220,495,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_061220_000446_waiting.jpg,prompt/crops/session_20260710_061220_000495_none.jpg
session_20260710_061220,571,WAITING,WAITING,session_20260710_061220,503,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_061220_000571_waiting.jpg,prompt/crops/session_20260710_061220_000503_none.jpg
session_20260710_061220,588,WAITING,WAITING,session_20260710_061220,493,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_061220_000588_waiting.jpg,prompt/crops/session_20260710_061220_000493_none.jpg
session_20260710_061220,589,WAITING,WAITING,session_20260710_061220,493,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_061220_000589_waiting.jpg,prompt/crops/session_20260710_061220_000493_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,385,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000385_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,386,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000386_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,387,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000387_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,388,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000388_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,391,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000391_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,389,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000389_none.jpg
